"%s kB","%s kB"
"%s MB","%s MB"
"%s GB","%s GB"
"Website: %s","Webbplats: %s"
"Label and Sort order","Etikett och Sortering"
"Use default value","Använd förvalt värde"
"Download","Ladda ner"
